AgeGroup,Gender,SocialMediaHours,UsageDuringStudy,FocusReduction,Procrastination,CheckingDuringStudy,CourseworkDistraction,TimeManagementDifficulty,NotificationDisruption,Multitasking,TimeLost,StudyDelay,UsageLimitation,AcademicImpact,ProductivityWithoutSM,MostUsedPlatform,BreakFrequency,ProductivityImpact
18–24,Male ,More than 3 hours ,Rarely ,Slightly ,Sometimes ,Rarely ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,Facebook ,Sometimes ,Slightly 
25–34,Male ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Moderately ,Significantly ,Always ,Often ,Often ,Often ,Often ,Often ,Moderately ,Others ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Always ,Always ,Significantly ,Moderately ,Often ,Often ,Always ,Often ,Often ,Often ,Significantly ,Snapchat ,Always ,Moderately 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Often ,Often ,Moderately ,Significantly ,Often ,Sometimes ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Moderately 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often ,Always ,Significantly ,Significantly ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Instagram ,Often ,Significantly 
18–24,Female ,1–3 hours ,Often ,Significantly ,Always ,Often ,Moderately ,Significantly ,Always ,Often ,Often ,Often ,Often ,Always ,Moderately ,YouTube ,Often ,Significantly 
18–24,Female ,1–3 hours ,Often ,Slightly ,Sometimes ,Often ,Slightly ,Slightly ,Sometimes ,Sometimes ,Often ,Sometimes ,Often ,Rarely ,Moderately ,Facebook ,Sometimes ,Moderately 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Sometimes ,Often ,Often ,Sometimes ,Moderately ,Facebook ,Often ,Significantly 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Slightly ,LinkedIn ,Sometimes ,Slightly 
Below 18,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Others ,Always ,Significantly 
Below 18,Male ,Less than 1 hour ,Rarely ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Moderately ,Facebook ,Sometimes ,Slightly 
25–34,Male ,Less than 1 hour ,Sometimes ,Not at all ,Rarely ,Rarely ,Slightly ,Slightly ,Rarely ,Sometimes ,Rarely ,Rarely ,Often ,Rarely ,Slightly ,Facebook ,Rarely ,Slightly 
25–34,Female ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Sometimes ,Slightly ,Slightly ,Sometimes ,Rarely ,Sometimes ,Rarely ,Always ,Sometimes ,Moderately ,Facebook ,Often ,Significantly 
18–24,Male ,Less than 1 hour ,Often ,Moderately ,Always ,Sometimes ,Moderately ,Moderately ,Always ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Often ,Moderately 
Below 18,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Sometimes ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Male ,1–3 hours ,Rarely ,Not at all ,Rarely ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Sometimes ,Slightly ,TikTok ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Moderately ,Always ,Always ,Always ,Always ,Often ,Always ,Significantly ,YouTube ,Always ,Moderately 
18–24,Male ,1–3 hours ,Often ,Significantly ,Always ,Always ,Moderately ,Significantly ,Often ,Always ,Always ,Often ,Often ,Always ,Moderately ,Twitter ,Always ,Moderately 
Below 18,Female ,1–3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Always ,Always ,Always ,Often ,Always ,Always ,Significantly ,Instagram ,Often ,Moderately 
25–34,Female ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Often ,Always ,Always ,Always ,Always ,Always ,Significantly ,Snapchat ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Often ,Often ,Always ,Significantly ,Facebook ,Often ,Significantly 
Below 18,Female ,More than 3 hours ,Always ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Always ,Always ,Always ,Often ,Moderately ,YouTube ,Always ,Moderately 
18–24,Male ,Less than 1 hour ,Always ,Significantly ,Always ,Often ,Significantly ,Moderately ,Often ,Always ,Always ,Often ,Often ,Always ,Slightly ,Facebook ,Always ,Significantly 
25–34,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Rarely ,Moderately ,Moderately ,Rarely ,Sometimes ,Often ,Often ,Rarely ,Sometimes ,Slightly ,Twitter ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Slightly ,Sometimes ,Sometimes ,Moderately ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Not at all ,YouTube ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Significantly ,Moderately ,Often ,Often ,Often ,Often ,Always ,Often ,Moderately ,Instagram ,Often ,Moderately 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Rarely ,Moderately ,Moderately ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Often ,Often ,Moderately ,YouTube ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Significantly ,Moderately ,Often ,Often ,Often ,Often ,Always ,Often ,Moderately ,Instagram ,Often ,Moderately 
25–34,Female ,1–3 hours ,Sometimes ,Moderately ,Always ,Sometimes ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Always ,Often ,Sometimes ,Significantly ,YouTube ,Sometimes ,Moderately 
Below 18,Male ,More than 3 hours ,Sometimes ,Moderately ,Sometimes ,Often ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Often ,Always ,Moderately ,Facebook ,Always ,Significantly 
Below 18,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Others ,Always ,Significantly 
25–34,Female ,More than 3 hours ,Often ,Moderately ,Always ,Sometimes ,Slightly ,Slightly ,Often ,Sometimes ,Often ,Often ,Often ,Often ,Moderately ,YouTube ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,TikTok ,Often ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Moderately ,Significantly ,Often ,Often ,Often ,Always ,Always ,Always ,Moderately ,Facebook ,Always ,Significantly 
25–34,Female ,Less than 1 hour ,Sometimes ,Slightly ,Sometimes ,Often ,Moderately ,Slightly ,Sometimes ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Slightly ,Twitter ,Rarely ,Slightly 
25–34,Other ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,Facebook ,Rarely ,Not at all 
18–24,Male ,1–3 hours ,Sometimes ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Often ,Often ,Always ,Significantly ,YouTube ,Often ,Significantly 
Below 18,Female ,Less than 1 hour ,Rarely ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Moderately ,Always ,Often ,Always ,Often ,Always ,Always ,Significantly ,Facebook ,Often ,Significantly 
Below 18,Male ,More than 3 hours ,Often ,Moderately ,Often ,Always ,Moderately ,Significantly ,Sometimes ,Always ,Often ,Often ,Always ,Sometimes ,Significantly ,Facebook ,Often ,Moderately 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Sometimes ,Often ,Often ,Sometimes ,Moderately ,Facebook ,Often ,Significantly 
18–24,Male ,Less than 1 hour ,Often ,Not at all ,Rarely ,Rarely ,Slightly ,Slightly ,Always ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Sometimes ,Slightly ,YouTube ,Sometimes ,Moderately 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Facebook ,Rarely ,Significantly 
18–24,Male ,More than 3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Often ,Sometimes ,Sometimes ,Sometimes ,Moderately ,Facebook ,Sometimes ,Moderately 
Below 18,Male ,Less than 1 hour ,Sometimes ,Not at all ,Rarely ,Rarely ,Not at all ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Not at all ,Twitter ,Rarely ,Not at all 
Below 18,Female ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Significantly ,Significantly ,Sometimes ,Always ,Always ,Always ,Always ,Often ,Moderately ,Instagram ,Always ,Significantly 
Below 18,Other ,More than 3 hours ,Sometimes ,Moderately ,Sometimes ,Often ,Moderately ,Slightly ,Always ,Often ,Always ,Often ,Always ,Often ,Significantly ,TikTok ,Often ,Significantly 
18–24,Male ,1–3 hours ,Often ,Significantly ,Often ,Sometimes ,Moderately ,Significantly ,Often ,Always ,Always ,Always ,Always ,Always ,Moderately ,YouTube ,Often ,Moderately 
18–24,Female ,1–3 hours ,Sometimes ,Significantly ,Always ,Always ,Significantly ,Significantly ,Often ,Often ,Always ,Always ,Often ,Often ,Moderately ,YouTube ,Always ,Significantly 
18–24,Female ,1–3 hours ,Sometimes ,Moderately ,Often ,Often ,Moderately ,Moderately ,Sometimes ,Sometimes ,Rarely ,Rarely ,Rarely ,Sometimes ,Moderately ,Twitter ,Sometimes ,Slightly 
Below 18,Male ,1–3 hours ,Sometimes ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Always ,Rarely ,Rarely ,Often ,Sometimes ,Slightly ,TikTok ,Sometimes ,Not at all 
25–34,Female ,More than 3 hours ,Often ,Slightly ,Often ,Sometimes ,Moderately ,Slightly ,Often ,Sometimes ,Often ,Sometimes ,Often ,Sometimes ,Slightly ,YouTube ,Often ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Always ,Often ,Moderately ,Moderately ,Sometimes ,Often ,Often ,Often ,Often ,Often ,Moderately ,Facebook ,Always ,Significantly 
18–24,Female ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Often ,Moderately ,Moderately ,Sometimes ,Often ,Often ,Sometimes ,Often ,Often ,Moderately ,Facebook ,Sometimes ,Moderately 
18–24,Female ,More than 3 hours ,Often ,Moderately ,Often ,Always ,Significantly ,Significantly ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,Instagram ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Significantly ,Significantly ,Always ,Always ,Always ,Always ,Always ,Always ,Significantly ,Facebook ,Rarely ,Significantly 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Always ,Always ,Often ,Always ,Significantly ,Facebook ,Always ,Significantly 
18–24,Male ,More than 3 hours ,Always ,Significantly ,Always ,Often ,Moderately ,Significantly ,Always ,Always ,Often ,Often ,Sometimes ,Sometimes ,Moderately ,Facebook ,Sometimes ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Moderately ,Significantly ,Often ,Often ,Often ,Always ,Always ,Always ,Moderately ,Facebook ,Always ,Significantly 
18–24,Female ,More than 3 hours ,Often ,Slightly ,Often ,Often ,Moderately ,Slightly ,Often ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Often ,Moderately ,Facebook ,Often ,Moderately 
18–24,Male ,More than 3 hours ,Often ,Significantly ,Often ,Always ,Moderately ,Significantly ,Often ,Often ,Always ,Always ,Always ,Often ,Significantly ,LinkedIn ,Always ,Moderately 
25–34,Female ,Less than 1 hour ,Rarely ,Moderately ,Often ,Often ,Slightly ,Moderately ,Often ,Often ,Sometimes ,Often ,Sometimes ,Sometimes ,Moderately ,Instagram ,Often ,Significantly 
18–24,Male ,Less than 1 hour ,Rarely ,Not at all ,Rarely ,Rarely ,Not at all ,Not at all ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Rarely ,Not at all ,YouTube ,Rarely ,Not at all 
25–34,Male ,More than 3 hours ,Always ,Slightly ,Sometimes ,Sometimes ,Not at all ,Significantly ,Often ,Rarely ,Sometimes ,Rarely ,Rarely ,Sometimes ,Slightly ,Twitter ,Rarely ,Not at all 
25–34,Female ,More than 3 hours ,Sometimes ,Slightly ,Rarely ,Sometimes ,Slightly ,Not at all ,Rarely ,Sometimes ,Rarely ,Rarely ,Sometimes ,Rarely ,Moderately ,Facebook ,Often ,Slightly 
25–34,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Rarely ,Moderately ,Slightly ,Often ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Rarely ,Moderately ,LinkedIn ,Sometimes ,Slightly 
Below 18,Male ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Rarely ,Not at all ,Moderately ,Rarely ,Sometimes ,Rarely ,Sometimes ,Always ,Sometimes ,Significantly ,YouTube ,Sometimes ,Slightly 
18–24,Female ,1–3 hours ,Sometimes ,Moderately ,Often ,Often ,Moderately ,Moderately ,Sometimes ,Sometimes ,Rarely ,Rarely ,Rarely ,Sometimes ,Moderately ,Twitter ,Sometimes ,Slightly 
Below 18,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Slightly ,Others ,Sometimes ,Slightly 
18–24,Female ,More than 3 hours ,Sometimes ,Slightly ,Sometimes ,Rarely ,Slightly ,Slightly ,Rarely ,Sometimes ,Sometimes ,Sometimes ,Often ,Rarely ,Moderately ,Facebook ,Sometimes ,Slightly 
25–34,Female ,More than 3 hours ,Sometimes ,Slightly ,Rarely ,Sometimes ,Slightly ,Not at all ,Rarely ,Sometimes ,Rarely ,Rarely ,Sometimes ,Rarely ,Moderately ,Facebook ,Often ,Slightly 
18–24,Female ,More than 3 hours ,Often ,Significantly ,Often ,Often ,Significantly ,Significantly ,Always ,Often ,Often ,Always ,Often ,Always ,Significantly ,TikTok ,Often ,Moderately 
18–24,Male ,1–3 hours ,Sometimes ,Significantly ,Always ,Always ,Significantly ,Significantly ,Always ,Always ,Always ,Often ,Often ,Always ,Significantly ,YouTube ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Rarely ,Often ,Often ,Sometimes ,Significantly ,Facebook ,Sometimes ,Significantly 
18–24,Male ,More than 3 hours ,Always ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Rarely ,Rarely ,Moderately ,Facebook ,Sometimes ,Slightly 
25–34,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Rarely ,Rarely ,Sometimes ,Sometimes ,Slightly ,Snapchat ,Sometimes ,Slightly 
18–24,Male ,1–3 hours ,Always ,Significantly ,Always ,Often ,Significantly ,Significantly ,Often ,Often ,Always ,Always ,Always ,Often ,Moderately ,YouTube ,Often ,Significantly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Sometimes ,Moderately ,Significantly ,Always ,Sometimes ,Rarely ,Often ,Sometimes ,Sometimes ,Significantly ,YouTube ,Sometimes ,Not at all 
Below 18,Male ,More than 3 hours ,Always ,Significantly ,Always ,Always ,Moderately ,Moderately ,Always ,Often ,Often ,Often ,Always ,Often ,Moderately ,Facebook ,Often ,Significantly 
25–34,Male ,1–3 hours ,Sometimes ,Moderately ,Sometimes ,Sometimes ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Often ,Often ,Moderately ,YouTube ,Often ,Moderately 
Below 18,Male ,1–3 hours ,Often ,Slightly ,Rarely ,Sometimes ,Significantly ,Significantly ,Rarely ,Rarely ,Often ,Rarely ,Always ,Always ,Significantly ,YouTube ,Sometimes ,Slightly 
25–34,Male ,1–3 hours ,Often ,Moderately ,Sometimes ,Often ,Significantly ,Significantly ,Often ,Sometimes ,Often ,Always ,Always ,Sometimes ,Significantly ,Instagram ,Often ,Moderately 
Below 18,Other ,More than 3 hours ,Sometimes ,Moderately ,Sometimes ,Often ,Moderately ,Slightly ,Always ,Often ,Always ,Often ,Always ,Often ,Significantly ,TikTok ,Often ,Significantly 
25–34,Male ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Rarely ,Slightly ,Slightly ,Sometimes ,Often ,Often ,Sometimes ,Rarely ,Sometimes ,Slightly ,Facebook ,Rarely ,Slightly 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,TikTok ,Sometimes ,Slightly 
25–34,Male ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Rarely ,Not at all ,Slightly ,Rarely ,Sometimes ,Rarely ,Rarely ,Sometimes ,Rarely ,Not at all ,LinkedIn ,Rarely ,Not at all 
18–24,Female ,1–3 hours ,Often ,Moderately ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Often ,Often ,Often ,Often ,Often ,Slightly ,Facebook ,Sometimes ,Slightly 
18–24,Female ,Less than 1 hour ,Sometimes ,Moderately ,Often ,Rarely ,Slightly ,Significantly ,Often ,Sometimes ,Often ,Often ,Often ,Often ,Significantly ,YouTube ,Rarely ,Significantly 
25–34,Female ,Less than 1 hour ,Always ,Moderately ,Sometimes ,Always ,Moderately ,Moderately ,Always ,Always ,Often ,Often ,Often ,Sometimes ,Not at all ,Facebook ,Often ,Moderately 
18–24,Male ,More than 3 hours ,Sometimes ,Slightly ,Often ,Sometimes ,Slightly ,Moderately ,Sometimes ,Sometimes ,Sometimes ,Often ,Sometimes ,Sometimes ,Moderately ,Facebook ,Rarely ,Moderately 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Slightly ,Significantly ,Always ,Often ,Often ,Always ,Often ,Often ,Significantly ,Facebook ,Often ,Moderately 
18–24,Male ,More than 3 hours ,Always ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Often ,Often ,Rarely ,Rarely ,Moderately ,Facebook ,Sometimes ,Slightly 
25–34,Female ,More than 3 hours ,Often ,Not at all ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Rarely ,Rarely ,Sometimes ,Often ,Not at all ,Facebook ,Sometimes ,Slightly 
Below 18,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Sometimes ,Slightly ,Others ,Sometimes ,Slightly 
18–24,Male ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Often ,Often ,Sometimes ,Often ,Often ,Sometimes ,Moderately ,Facebook ,Often ,Significantly 
Below 18,Male ,More than 3 hours ,Often ,Slightly ,Often ,Sometimes ,Moderately ,Moderately ,Sometimes ,Sometimes ,Always ,Often ,Sometimes ,Sometimes ,Slightly ,Instagram ,Sometimes ,Significantly 
18–24,Female ,More than 3 hours ,Always ,Moderately ,Often ,Often ,Significantly ,Significantly ,Sometimes ,Often ,Always ,Often ,Often ,Sometimes ,Significantly ,Facebook ,Sometimes ,Moderately 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Sometimes ,Sometimes ,Slightly ,Moderately ,Sometimes ,Sometimes ,Sometimes ,Sometimes ,Rarely ,Rarely ,Slightly ,Twitter ,Sometimes ,Slightly 
25–34,Female ,More than 3 hours ,Often ,Moderately ,Often ,Often ,Moderately ,Moderately ,Sometimes ,Sometimes ,Often ,Sometimes ,Often ,Often ,Moderately ,YouTube ,Often ,Moderately 
18–24,Female ,More than 3 hours ,Sometimes ,Significantly ,Often ,Sometimes ,Moderately ,Significantly ,Rarely ,Rarely ,Often ,Often ,Often ,Often ,Significantly ,Facebook ,Rarely ,Moderately 
18–24,Female ,1–3 hours ,Sometimes ,Slightly ,Rarely ,Rarely ,Not at all ,Slightly ,Sometimes ,Sometimes ,Rarely ,Rarely ,Rarely ,Sometimes ,Slightly ,Instagram ,Sometimes ,Slightly 
25–34,Female ,More than 3 hours ,Often ,Not at all ,Sometimes ,Sometimes ,Slightly ,Slightly ,Sometimes ,Sometimes ,Rarely ,Rarely ,Sometimes ,Often ,Not at all ,Facebook ,Sometimes ,Slightly 
25–34,Male ,More than 3 hours ,Sometimes ,Significantly ,Often ,Often ,Significantly ,Moderately ,Often ,Often ,Often ,Often ,Sometimes ,Sometimes ,Slightly ,Facebook ,Sometimes ,Slightly 
25–34,Male ,1–3 hours ,Often ,Moderately ,Often ,Always ,Significantly ,Significantly ,Often ,Often ,Always ,Always ,Always ,Always ,Moderately ,Others ,Always ,Moderately 
25–34,Female ,Less than 1 hour ,Always ,Moderately ,Sometimes ,Always ,Moderately ,Moderately ,Always ,Always ,Often ,Often ,Often ,Sometimes ,Not at all ,Facebook ,Often ,Moderately 
25–34,Male ,More than 3 hours ,Often ,Slightly ,Often ,Sometimes ,Moderately ,Slightly ,Often ,Often ,Sometimes ,Often ,Sometimes ,Often ,Moderately ,Facebook ,Often ,Slightly 
Below 18,Female ,More than 3 hours ,Often ,Significantly ,Always ,Always ,Significantly ,Significantly ,Often ,Always ,Always ,Always ,Always ,Often ,Slightly ,TikTok ,Always ,Significantly 
